CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50081025,CHAMPION COFFEE,Manhattan,336,W 37TH ST,10018,6462469610,Café/Coffee/Tea,04/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,04/15/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.754566203657,-73.993239547677,104,03,011100,1013604,1007600063,MN13
41570932,STELLA'S COFFEE SHOP,Queens,22213,JAMAICA AVENUE,11428,7182649820,American,05/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,05/22/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.720602556167,-73.732032281937,413,23,056400,4230249,4107410058,QN34
40906994,GABBY'S COFFEE SHOP,Brooklyn,101,DITMAS AVENUE,11218,7184361956,Spanish,12/13/2018,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,37,,,09/30/2019,Cycle Inspection / Initial Inspection,40.635572903866,-73.977852581966,312,39,048600,3126607,3053850055,BK41
41457591,ROSSY'S BAKERY & COFFEE SHOP,Manhattan,242,EAST    3 STREET,10009,2122532424,Spanish,06/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,24,,,09/30/2019,Cycle Inspection / Initial Inspection,40.722212449301,-73.981914772096,103,02,002202,1004594,1003850026,MN28
41213323,D & D COFFEE SHOP,Brooklyn,4508,FORT HAMILTON PARKWAY,11219,7184388365,American,06/01/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,2,A,06/01/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.640188912322,-73.994951897337,312,39,011200,3136622,3056140026,BK34
50058739,Jacup's Coffee Bistro,Queens,5217,69TH ST,11378,3478134853,Café/Coffee/Tea,04/07/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,04/07/2017,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.733093568395,-73.89591619352,405,30,049301,4057376,4024780018,QN30
50059391,THIS IS A COFFEE SHOP,Brooklyn,87,UTICA AVE,11213,7185782757,Jewish/Kosher,01/15/2019,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.67592963684,-73.930434973402,308,36,030700,3324595,3013430001,BK61
40931888,EL PEQUENO COFFEE SHOP,Queens,8610,ROOSEVELT AVENUE,11372,7182057128,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/09/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,14,,,09/30/2019,Cycle Inspection / Initial Inspection,40.748031493061,-73.879987583859,404,21,026901,4037053,4015020006,QN29
50075625,NIFOROS COFFEE SHOP,Queens,4357,11TH ST,11101,7187867759,American,05/22/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,14,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.750531233401,-73.948962226984,402,26,001900,4005219,4004450014,QN31
50094564,KAREN COFFEE SHOP,Brooklyn,109,BELMONT AVE,11212,7184841839,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/22/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,33,C,07/22/2019,09/30/2019,Pre-permit (Operational) / Re-inspection,40.669053131967,-73.906160369596,316,41,090800,3083896,3037260036,BK81
50076975,90 DEGREE COFFEE SHOP,Brooklyn,5715,5TH AVE,11220,3472833802,Chinese,07/31/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Y,70,,,09/30/2019,Cycle Inspection / Initial Inspection,40.641033494545,-74.014531946329,307,38,010200,3015718,3008480004,BK34
50074795,MANHATTANVILLE COFFEE,Manhattan,142,EDGECOMBE AVE,10030,8129895071,Café/Coffee/Tea,08/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,08/13/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.821310945351,-73.944731035597,110,09,025900,1060761,1020437503,MN03
50001212,JM COFFEE SHOP & BAKERY,Queens,171-06,JAMAICA AVE,11432,7187396313,Spanish,10/11/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,10/11/2016,09/30/2019,Cycle Inspection / Initial Inspection,40.707471671321,-73.788565380119,412,27,044400,4217494,4102120017,QN61
41227842,NICKY'S COFFEE SHOP,Bronx,3140,BAINBRIDGE AVENUE,10467,7182319516,American,06/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,06/04/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.874624078426,-73.879382152008,207,11,042300,2018116,2033410044,BX43
50053977,GREGORY'S COFFEE,Manhattan,874,AVENUE OF THE AMERICAS,10001,6464783838,Café/Coffee/Tea,07/21/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,07/21/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.747819273448,-73.989205308497,105,03,007600,1015799,1008320078,MN17
41139783,JK & SONS COFFEE SHOP,Brooklyn,801,BROADWAY,11206,7187822366,American,03/29/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,34,,,09/30/2019,Cycle Inspection / Initial Inspection,40.699713096305,-73.940136641296,304,34,038900,3071691,3031320006,BK78
50046685,LOMA COFFEE SHOP & RESTAURANT,Brooklyn,454,ROCKAWAY AVE,11212,3474425774,Spanish,10/01/2016,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,31,,,09/30/2019,Cycle Inspection / Initial Inspection,40.668952352824,-73.910565547869,316,41,092400,3326597,3035210052,BK81
50003000,ROMEO & JULIET COFFEE HOUSE,Manhattan,555,W 42 STREET,10036,6467073789,Café/Coffee/Tea,02/15/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,27,,,09/30/2019,Cycle Inspection / Initial Inspection,40.760363300205,-73.997213280737,104,03,012900,1026911,1010710001,MN15
50061368,VARIETY COFFEE ROASTERS,Manhattan,261,7TH AVE,10001,9174090106,Café/Coffee/Tea,11/30/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,11/30/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.745286246695,-73.994763457199,104,03,009100,1014997,1008000077,MN13
50012463,THE JOLLY GOAT COFFEE BAR,Manhattan,515,W 47TH ST,10036,6465098957,Café/Coffee/Tea,05/30/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,33,,,09/30/2019,Cycle Inspection / Initial Inspection,40.763302830145,-73.994336067043,104,03,012900,1026989,1010760023,MN15
41679329,BEST COFFEE SHOP,Brooklyn,4410,FT HAMILTON PARKWAY,11219,7184351014,American,09/06/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,22,,,09/30/2019,Cycle Inspection / Initial Inspection,40.640529241731,-73.99444381573,312,39,011200,3136345,3056080029,BK34
50046549,STARBUCKS COFFEE COMPANY #22716,Queens,9277,QUEENS BLVD,11374,3479972496,Café/Coffee/Tea,05/02/2016,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,28,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.731924409478,-73.866828744085,406,29,071702,4615631,4020750039,QN18
50005784,"ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",Queens,9706,ROOSEVELT AVE,11368,9174201425,Spanish,05/29/2019,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,Z,05/29/2019,09/30/2019,Cycle Inspection / Reopening Inspection,40.749270255321,-73.86827368324,404,21,040900,4040269,4016060070,QN26
40733334,JOHN'S DONUT & COFFEE SHOP,Brooklyn,481,MYRTLE AVENUE,11205,7186380412,American,03/22/2018,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,12,A,03/22/2018,09/30/2019,Cycle Inspection / Re-inspection,40.693421701929,-73.966055763049,302,35,019100,3054454,3018900085,BK69
41436524,THE BREUKELEN COFFEE HOUSE,Brooklyn,764,FRANKLIN AVENUE,11238,7187897070,Café/Coffee/Tea,09/26/2018,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,G,09/26/2018,09/30/2019,Cycle Inspection / Reopening Inspection,40.672278553262,-73.957396649485,308,35,021700,3029594,3011780042,BK61
41136253,VICTOR'S COFFEE SHOP,Queens,21261,JAMAICA AVENUE,11428,7182174520,Spanish,08/31/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,15,B,08/31/2017,09/30/2019,Cycle Inspection / Re-inspection,40.71604619016,-73.745267989695,413,23,054200,4226127,4106020029,QN34
50086396,BROOKLYN BAGEL & COFFEE COMPANY,Queens,3614,30TH AVE,11103,7187771121,Delicatessen,12/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,12/31/2018,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.764911717603,-73.917194095549,401,22,006300,4010014,4006510047,QN70
41444291,THINK COFFEE,Manhattan,123,4 AVENUE,10003,2126146644,Café/Coffee/Tea,12/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,12/18/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.733107410331,-73.989943785585,103,02,004200,1009008,1005580005,MN22
40369051,STEVE'S COFFEE SHOP,Queens,403416,2ND ST,,7184456691,Café/Coffee/Tea,10/31/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,38,,,09/30/2019,Cycle Inspection / Initial Inspection,0,0,,,,,4,
50074104,VIP COFFEE II,Brooklyn,2214,86TH ST,11214,7183300889,Chinese,09/18/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,61,,,09/30/2019,Cycle Inspection / Initial Inspection,40.601709706195,-73.993453146988,311,47,029600,3167098,3063810042,BK28
50018968,THINK COFFEE,Manhattan,208,W 13TH ST,10011,9176922571,Café/Coffee/Tea,03/23/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,7,A,03/23/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.738026466963,-74.000602623705,102,03,007700,1067571,1006170047,MN23
50084943,PARTNERS COFFEE ROASTER,Brooklyn,8,WILSON AVE,11237,3474258815,Café/Coffee/Tea,03/20/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,48,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.703608212013,-73.930882057615,304,34,042500,3071855,3031480033,BK78
50072826,EL KAYAM COFFEE HOOKAH LOUNGE,Queens,2572,STEINWAY ST,11103,6463442098,Café/Coffee/Tea,01/27/2018,Violations were cited in the following area(s).,15E2,,,,,,09/30/2019,Smoke-Free Air Act / Initial Inspection,40.767529129519,-73.91204278101,401,22,014300,4010293,4006540093,QN70
41314548,THINK COFFEE,Manhattan,1,BLEECKER STREET,10012,2125333366,Café/Coffee/Tea,05/21/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,05/21/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.725282272031,-73.992391081354,102,01,005502,1082610,1005297505,MN23
41031977,BROOKLYN BAGEL & COFFEE COMPANY,Queens,3509,DITMARS BOULEVARD,11105,7189328280,Bagels/Pretzels,02/05/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,02/05/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.774756247483,-73.908747620564,401,22,011300,4016549,4008240004,QN72
50003674,UNDERLINE COFFEE,Manhattan,511,W. 20TH STREET,10011,3473314677,Café/Coffee/Tea,08/13/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,08/13/2018,09/30/2019,Cycle Inspection / Re-inspection,40.746183724703,-74.006402310516,104,03,009900,1012297,1006920027,MN13
40906994,GABBY'S COFFEE SHOP,Brooklyn,101,DITMAS AVENUE,11218,7184361956,Spanish,06/25/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,37,C,06/25/2019,09/30/2019,Cycle Inspection / Re-inspection,40.635572903866,-73.977852581966,312,39,048600,3126607,3053850055,BK41
50070835,P&C COFFEE SHOP,Brooklyn,191,UTICA AVE,11213,7183637090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/25/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,16,B,06/25/2019,09/30/2019,Cycle Inspection / Re-inspection,40.672172255295,-73.930795797548,308,36,034700,3036594,3013730112,BK61
50061048,STARBUCKS COFFEE #852,Manhattan,1657,BROADWAY,10019,2123977124,Café/Coffee/Tea,11/29/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,11/29/2017,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.762327389989,-73.983466901399,105,03,013100,1024817,1010230018,MN17
50056677,STARBUCKS COFFEE COMPANY,Manhattan,969,1ST AVE,10022,2126159700,Café/Coffee/Tea,06/06/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,06/06/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.755944318574,-73.964655779103,106,04,009800,1039837,1013460025,MN19
50057143,GASOLINE ALLEY COFFEE,Manhattan,24,E 23RD ST,10010,2129330113,Café/Coffee/Tea,11/09/2016,No violations were recorded at the time of this inspection.,,,,0,,,09/30/2019,Pre-permit (Non-operational) / Initial Inspection,40.740734890392,-73.987698035628,105,02,005600,1087769,1008517505,MN13
50012068,GREGORY'S COFFEE,Manhattan,48,E 33RD ST,10016,9174751677,Café/Coffee/Tea,10/25/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,22,B,10/25/2017,09/30/2019,Cycle Inspection / Re-inspection,40.746857843208,-73.982918577428,105,02,007400,1017019,1008620029,MN17
50064080,STARBUCKS COFFEE,Manhattan,1411,BROADWAY,10018,2126159700,Café/Coffee/Tea,08/30/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,9,A,08/30/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.753709308956,-73.987067598536,105,03,011300,1015275,1008150001,MN17
50057739,BLUE BOTTLE COFFEE,Brooklyn,279,MCKIBBEN ST,11206,5107175314,Café/Coffee/Tea,10/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,10/18/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.705738887227,-73.936913968961,301,34,048500,3388647,3030820059,BK78
41694453,JACK'S STIR BREW COFFEE,Manhattan,10,DOWNING STREET,10014,2129296011,Café/Coffee/Tea,09/08/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,,,09/30/2019,Cycle Inspection / Initial Inspection,40.729589027438,-74.002825116086,102,03,006700,1008350,1005270027,MN23
50067128,DEMITASSE COFFEE & TEA,Manhattan,973,COLUMBUS AVE,10025,6463717186,Café/Coffee/Tea,07/18/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,8,A,07/18/2019,09/30/2019,Cycle Inspection / Re-inspection,40.800342627985,-73.962045982133,107,07,019300,1055705,1018430062,MN09
40938943,STARBUCKS COFFEE # 7851,Manhattan,1,PENN PLAZA,10119,2127363206,Café/Coffee/Tea,08/09/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,21,,,09/30/2019,Cycle Inspection / Initial Inspection,40.751091318302,-73.992925898182,105,03,010100,1014387,1007830070,MN17
50068860,IRVING FARM COFFEE ROASTERS,Manhattan,78,W 3RD ST,10012,2129955252,Café/Coffee/Tea,09/26/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,6,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.729729038157,-73.998722741758,102,01,006500,1008676,1005390021,MN23
50092020,JOE'S COFFEE COMPANY (GOVERNORS ISLAND,Manhattan,517,CLAYTON ROAD,10004,2129247400,Café/Coffee/Tea,01/01/1900,,,,,,,,09/30/2019,,40.691053563611,-74.019623706393,101,01,000500,1086421,1000010010,MN99
50001340,BLUESTONE LANE COFFEE,Manhattan,805,THIRD AVENUE,10022,2128888848,Café/Coffee/Tea,09/18/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.755498696318,-73.970979817697,106,04,009800,1038243,1013230047,MN19
41217572,JACK'S STIR BREW COFFEE,Manhattan,222,FRONT STREET,10038,2122277631,Café/Coffee/Tea,05/08/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,05/08/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.707449741844,-74.002290358375,101,01,001501,1086561,1000977503,MN25
50038802,REGO PARK COFFEE SHOP,Queens,9414,63RD DR,11374,7184592233,American,04/10/2018,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,13,A,04/10/2018,09/30/2019,Cycle Inspection / Re-inspection,40.728807509117,-73.863147591964,406,29,069300,4072133,4030830056,QN18
41196542,STARBUCKS COFFEE,Manhattan,373,5 AVENUE,10016,2122135363,Café/Coffee/Tea,09/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,09/17/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.749185556873,-73.984000717891,105,04,008200,1017116,1008650001,MN20
50050646,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,Brooklyn,108,MALCOLM X BLVD,11221,9177750480,American,11/29/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,11/29/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.689914283911,-73.930459992003,303,36,029100,3044325,3016260041,BK35
50081167,Le Cafe Coffee,Manhattan,407,PARK AVE S,10016,6174477811,Café/Coffee/Tea,09/11/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,39,,,09/30/2019,Cycle Inspection / Initial Inspection,40.743317213144,-73.98369538347,105,02,007200,1018204,1008840001,MN20
50000150,TASZO COFFEE,Manhattan,5,EDWARD M MORGAN PLACE,10032,2129341100,American,09/08/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,43,,,09/30/2019,Cycle Inspection / Initial Inspection,40.834527190919,-73.945399404987,112,07,024100,1076745,1021340180,MN36
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,Queens,4606,SKILLMAN AVENUE,11104,7187841821,American,05/29/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,05/29/2018,09/30/2019,Cycle Inspection / Re-inspection,40.746530517582,-73.917837776623,402,26,025301,4001252,4001370030,QN31
40867037,WARREN HALL COFFEE BAR,Manhattan,1125,AMSTERDAM AVENUE,10025,2128548641,Café/Coffee/Tea,10/04/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,,,09/30/2019,Cycle Inspection / Re-inspection,40.806347912615,-73.961377891738,109,07,020101,1085710,1018670042,MN09
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,01/13/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,15,,,09/30/2019,Cycle Inspection / Initial Inspection,40.893564795235,-73.857262215439,212,11,043400,2068166,2049970058,BX62
50009379,ANCHOR COFFEE,Brooklyn,525,THROOP AVE,11221,3472479219,Café/Coffee/Tea,10/17/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,A,10/17/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.684183701888,-73.941171021252,303,36,027500,3052490,3018360007,BK35
50007127,GREGORY'S COFFEE,Manhattan,42,BROADWAY,10004,6466829225,Café/Coffee/Tea,06/26/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,06/26/2018,09/30/2019,Cycle Inspection / Re-inspection,40.706263297358,-74.012908734166,101,01,000900,1000812,1000220020,MN25
41651295,GREY LADY/RISE COFFEE,Manhattan,77,DELANCEY STREET,10002,6465805239,American,07/16/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,21,B,07/16/2019,09/30/2019,Cycle Inspection / Re-inspection,40.719081660515,-73.990010844933,103,01,001800,1005470,1004140050,MN27
50060267,STARBUCKS COFFEE COMPANY,Manhattan,15,CARLISLE ST,10006,6468608615,Café/Coffee/Tea,05/13/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,4,A,05/13/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.7091314321,-74.014178939885,101,01,001300,,1,MN25
41704110,MI CASA BAKERY & COFFEE SHOP,Bronx,2031,GRAND CONCOURSE,10453,7182943329,Bakery,05/19/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,05/19/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.851942866878,-73.904007233128,205,14,023501,2007693,2028080082,BX41
50003977,GORILLA COFFEE,Brooklyn,472,BERGEN ST,11217,3479873766,Café/Coffee/Tea,11/02/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,P,11/02/2018,09/30/2019,Cycle Inspection / Reopening Inspection,40.680982104398,-73.975764322639,306,39,012902,3018597,3009330027,BK37
41650760,TROPICAL COFFEE SHOP,Brooklyn,584,ROCKAWAY AVENUE,11212,7183469533,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/27/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,46,,,09/30/2019,Cycle Inspection / Initial Inspection,40.665808948484,-73.909758742656,316,41,092400,3326651,3035430043,BK81
50053730,D DELI COFFEE SHOP,Queens,1907,FLUSHING AVE,11385,3472234679,Café/Coffee/Tea,08/30/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,18,,,09/30/2019,Cycle Inspection / Initial Inspection,40.71255341304,-73.918345141375,405,34,053900,4080424,4033750088,QN20
